offer_id,account_id,offer_sequence_number,ai_recommended_offer_percent,actual_agent_offer_percent,offer_type,offer_percent,installment_months,emi_percent_of_income,offer_channel,offer_timestamp,response_timestamp,days_between_offer_and_response,ai_confidence_score,human_override_flag,override_reason_code,customer_response,considered_offer_percents
O51508,A11071,1,66,66,Installment,66,3,18,Email,2026-01-23,2026-02-02,10,0.77,No,NONE,Accepted,"[71, 66, 61]"
O51509,A11072,1,62,67,Installment,67,9,12,Email,2026-01-15,2026-01-31,16,0.89,Yes,Agent_Discretion,Accepted,"[67, 62, 57]"
O51510,A11072,2,63,63,Installment,63,3,17,Call,2026-01-10,2026-01-14,4,0.79,No,NONE,Accepted,"[68, 63, 58]"
O51511,A11073,1,64,64,Installment,64,3,11,Call,2026-02-26,2026-03-02,4,0.77,No,NONE,Rejected,"[69, 64, 59]"
O51512,A11074,1,78,78,Installment,78,3,19,Email,2026-02-28,2026-03-02,2,0.57,No,NONE,Rejected,"[83, 78, 73]"
O51513,A11075,1,81,81,Installment,81,3,11,Call,2026-02-09,2026-02-22,13,0.59,No,NONE,Rejected,"[86, 81, 76]"
O51514,A11075,2,68,68,Installment,68,6,19,Email,2026-03-11,2026-03-17,6,0.73,No,NONE,Rejected,"[73, 68, 63]"
O51515,A11076,1,84,84,Installment,84,6,18,Email,2026-03-02,2026-03-17,15,0.62,No,NONE,Rejected,"[89, 84, 79]"
O51516,A11077,1,52,52,Installment,52,9,17,Call,2026-01-22,2026-01-28,6,0.83,No,NONE,Rejected,"[57, 52, 47]"
O51517,A11078,1,51,51,Installment,51,3,8,Call,2026-03-12,2026-03-18,6,0.58,No,NONE,Accepted,"[56, 51, 46]"
O51518,A11078,2,52,52,Installment,52,9,16,Email,2026-01-17,2026-01-22,5,0.57,No,NONE,No Response,"[57, 52, 47]"
O51519,A11079,1,52,52,Installment,52,6,11,Email,2026-02-01,2026-02-13,12,0.83,No,NONE,Accepted,"[57, 52, 47]"
O51520,A11079,2,58,58,Installment,58,3,9,Call,2026-03-11,2026-03-11,0,0.72,No,NONE,Rejected,"[63, 58, 53]"
O51521,A11080,1,48,48,Installment,48,3,21,Call,2026-01-29,2026-01-30,1,0.9,No,NONE,Accepted,"[53, 48, 43]"
O51522,A11080,2,49,49,Installment,49,9,8,SMS,2026-02-13,2026-02-24,11,0.7,No,NONE,Rejected,"[54, 49, 44]"
O51523,A11081,1,73,73,Installment,73,9,21,Email,2026-03-18,2026-03-21,3,0.85,No,NONE,No Response,"[78, 73, 68]"
O51524,A11081,2,84,84,Installment,84,9,10,SMS,2026-02-03,2026-02-23,20,0.72,No,NONE,Accepted,"[89, 84, 79]"
O51525,A11082,1,67,67,Installment,67,9,17,SMS,2026-01-07,2026-01-17,10,0.79,No,NONE,Accepted,"[72, 67, 62]"
O51526,A11083,1,83,83,Installment,83,3,15,Call,2026-02-21,2026-03-07,14,0.7,No,NONE,No Response,"[88, 83, 78]"
O51527,A11083,2,75,75,Installment,75,9,18,SMS,2026-02-17,2026-03-06,17,0.9,No,NONE,Accepted,"[80, 75, 70]"
O51528,A11084,1,50,50,Installment,50,6,21,SMS,2026-01-25,2026-01-28,3,0.85,No,NONE,Accepted,"[55, 50, 45]"
O51529,A11084,2,59,59,Installment,59,9,16,SMS,2026-03-29,2026-04-15,17,0.84,No,NONE,Rejected,"[64, 59, 54]"
O51530,A11085,1,80,80,Installment,80,3,17,Call,2026-03-31,2026-04-09,9,0.87,No,NONE,Accepted,"[85, 80, 75]"
O51531,A11086,1,64,64,Installment,64,6,19,SMS,2026-02-09,2026-02-21,12,0.6,No,NONE,Rejected,"[69, 64, 59]"
O51532,A11087,1,58,58,Installment,58,6,12,Call,2026-02-03,2026-02-05,2,0.88,No,NONE,Accepted,"[63, 58, 53]"
O51533,A11088,1,69,69,Installment,69,9,12,Email,2026-03-28,2026-03-28,0,0.7,No,NONE,Rejected,"[74, 69, 64]"
O51534,A11088,2,74,74,Installment,74,9,18,SMS,2026-03-07,2026-03-10,3,0.85,No,NONE,Accepted,"[79, 74, 69]"
O51535,A11089,1,73,73,Installment,73,9,15,Call,2026-03-13,2026-04-01,19,0.69,No,NONE,Rejected,"[78, 73, 68]"
O51536,A11089,2,70,70,Installment,70,9,12,Email,2026-03-14,2026-03-20,6,0.6,No,NONE,No Response,"[75, 70, 65]"
O51537,A11090,1,80,85,Installment,85,6,21,Call,2026-01-06,2026-01-12,6,0.66,Yes,Agent_Discretion,Rejected,"[85, 80, 75]"
O51538,A11091,1,49,49,Installment,49,3,16,Email,2026-03-31,2026-04-02,2,0.87,No,NONE,Accepted,"[54, 49, 44]"
O51539,A11092,1,57,57,Installment,57,6,9,SMS,2026-01-22,2026-02-05,14,0.64,No,NONE,Accepted,"[62, 57, 52]"
O51540,A11092,2,55,55,Installment,55,6,15,Email,2026-01-02,2026-01-15,13,0.75,No,NONE,No Response,"[60, 55, 50]"
O51541,A11093,1,55,55,Installment,55,9,18,Call,2026-01-14,2026-01-15,1,0.66,No,NONE,Accepted,"[60, 55, 50]"
O51542,A11093,2,45,45,Installment,45,9,19,Email,2026-02-06,2026-02-11,5,0.81,No,NONE,Accepted,"[50, 45, 40]"
O51543,A11094,1,71,71,Installment,71,9,21,Email,2026-02-12,2026-02-25,13,0.69,No,NONE,No Response,"[76, 71, 66]"
O51544,A11095,1,59,59,Installment,59,6,17,SMS,2026-03-08,2026-03-14,6,0.73,No,NONE,Accepted,"[64, 59, 54]"
O51545,A11095,2,45,45,Installment,45,6,17,Call,2026-01-27,2026-02-01,5,0.83,No,NONE,Rejected,"[50, 45, 40]"
O51546,A11096,1,38,43,Lump-Sum,43,0,10,Call,2026-02-12,2026-02-23,11,0.75,Yes,Agent_Discretion,Rejected,"[43, 38, 33]"
O51547,A11096,2,25,25,Lump-Sum,25,0,14,Email,2026-03-27,2026-04-14,18,0.72,No,NONE,No Response,"[30, 25, 20]"
O51548,A11097,1,62,62,Installment,62,6,17,SMS,2026-03-18,2026-03-25,7,0.77,No,NONE,Accepted,"[67, 62, 57]"
O51549,A11097,2,62,62,Installment,62,3,12,Call,2026-03-24,2026-03-24,0,0.64,No,NONE,Rejected,"[67, 62, 57]"
O51550,A11098,1,83,83,Installment,83,3,10,SMS,2026-02-04,2026-02-21,17,0.61,No,NONE,No Response,"[88, 83, 78]"
O51551,A11098,2,68,73,Installment,73,6,8,Call,2026-01-21,2026-02-07,17,0.83,Yes,Agent_Discretion,Accepted,"[73, 68, 63]"
O51552,A11099,1,48,48,Installment,48,3,11,Call,2026-03-26,2026-04-04,9,0.8,No,NONE,Accepted,"[53, 48, 43]"
O51553,A11099,2,51,51,Installment,51,6,15,Email,2026-02-19,2026-03-03,12,0.7,No,NONE,Rejected,"[56, 51, 46]"
O51554,A11100,1,55,55,Installment,55,9,14,Call,2026-03-03,2026-03-03,0,0.87,No,NONE,Accepted,"[60, 55, 50]"
O51555,A11100,2,49,49,Installment,49,6,11,SMS,2026-01-24,2026-01-25,1,0.65,No,NONE,Accepted,"[54, 49, 44]"
O51556,A11101,1,75,75,Installment,75,3,8,Call,2026-01-28,2026-02-06,9,0.85,No,NONE,Rejected,"[80, 75, 70]"
O51557,A11102,1,82,82,Installment,82,9,12,SMS,2026-01-21,2026-01-21,0,0.56,No,NONE,Accepted,"[87, 82, 77]"
O51558,A11102,2,81,81,Installment,81,3,14,Email,2026-03-11,2026-03-27,16,0.58,No,NONE,Rejected,"[86, 81, 76]"
O51559,A11103,1,79,79,Installment,79,6,9,Call,2026-02-16,2026-03-05,17,0.68,No,NONE,Rejected,"[84, 79, 74]"
O51560,A11104,1,56,56,Installment,56,6,12,SMS,2026-02-05,2026-02-17,12,0.65,No,NONE,Accepted,"[61, 56, 51]"
O51561,A11105,1,60,60,Installment,60,9,17,Email,2026-02-28,2026-03-12,12,0.73,No,NONE,Rejected,"[65, 60, 55]"
O51562,A11106,1,40,40,Lump-Sum,40,0,8,Email,2026-02-22,2026-02-26,4,0.8,No,NONE,Rejected,"[45, 40, 35]"
O51563,A11107,1,84,89,Installment,89,3,17,Call,2026-01-05,2026-01-11,6,0.88,Yes,Agent_Discretion,Rejected,"[89, 84, 79]"
O51564,A11107,2,76,76,Installment,76,9,12,SMS,2026-03-13,2026-03-17,4,0.79,No,NONE,Accepted,"[81, 76, 71]"
O51565,A11108,1,69,69,Installment,69,3,9,Email,2026-03-22,2026-04-03,12,0.67,No,NONE,Accepted,"[74, 69, 64]"
O51566,A11108,2,71,71,Installment,71,9,15,SMS,2026-01-03,2026-01-21,18,0.72,No,NONE,Accepted,"[76, 71, 66]"
O51567,A11109,1,45,45,Installment,45,3,13,Call,2026-02-07,2026-02-21,14,0.59,No,NONE,Accepted,"[50, 45, 40]"
O51568,A11110,1,60,60,Installment,60,3,21,SMS,2026-02-09,2026-02-25,16,0.77,No,NONE,No Response,"[65, 60, 55]"
O51569,A11111,1,55,55,Installment,55,6,20,SMS,2026-03-19,2026-04-01,13,0.82,No,NONE,Accepted,"[60, 55, 50]"
O51570,A11112,1,60,60,Installment,60,3,15,Call,2026-01-25,2026-02-02,8,0.58,No,NONE,Rejected,"[65, 60, 55]"
O51571,A11112,2,63,63,Installment,63,3,8,Email,2026-02-26,2026-02-28,2,0.68,No,NONE,Accepted,"[68, 63, 58]"
O51572,A11113,1,78,78,Installment,78,3,19,SMS,2026-02-24,2026-03-07,11,0.69,No,NONE,Rejected,"[83, 78, 73]"
O51573,A11113,2,84,84,Installment,84,3,17,Call,2026-03-17,2026-03-17,0,0.83,No,NONE,Rejected,"[89, 84, 79]"
O51574,A11114,1,73,73,Installment,73,6,15,Call,2026-03-04,2026-03-14,10,0.81,No,NONE,Rejected,"[78, 73, 68]"
O51575,A11115,1,60,60,Installment,60,6,19,Email,2026-01-15,2026-01-17,2,0.62,No,NONE,Rejected,"[65, 60, 55]"
O51576,A11115,2,50,50,Installment,50,6,17,Email,2026-03-15,2026-04-04,20,0.89,No,NONE,Rejected,"[55, 50, 45]"
O51577,A11116,1,83,88,Installment,88,9,21,Email,2026-03-29,2026-04-02,4,0.65,Yes,Agent_Discretion,Accepted,"[88, 83, 78]"
O51578,A11117,1,64,64,Installment,64,3,17,Call,2026-03-09,2026-03-13,4,0.79,No,NONE,Accepted,"[69, 64, 59]"
O51579,A11117,2,49,49,Installment,49,9,20,Call,2026-01-05,2026-01-07,2,0.55,No,NONE,No Response,"[54, 49, 44]"
O51580,A11118,1,46,51,Installment,51,6,10,Email,2026-03-28,2026-04-04,7,0.87,Yes,Agent_Discretion,Accepted,"[51, 46, 41]"
O51581,A11119,1,64,64,Installment,64,3,14,Email,2026-02-23,2026-03-06,11,0.59,No,NONE,Accepted,"[69, 64, 59]"
O51582,A11119,2,51,51,Installment,51,3,15,SMS,2026-01-19,2026-01-31,12,0.85,No,NONE,No Response,"[56, 51, 46]"
O51583,A11120,1,62,62,Installment,62,3,19,SMS,2026-02-01,2026-02-05,4,0.87,No,NONE,No Response,"[67, 62, 57]"
O51584,A11120,2,63,63,Installment,63,9,11,Call,2026-02-11,2026-02-12,1,0.83,No,NONE,Rejected,"[68, 63, 58]"
O51585,A11121,1,52,52,Installment,52,9,16,Email,2026-03-16,2026-03-24,8,0.6,No,NONE,Rejected,"[57, 52, 47]"
O51586,A11122,1,72,72,Installment,72,3,11,SMS,2026-01-05,2026-01-07,2,0.61,No,NONE,No Response,"[77, 72, 67]"
O51587,A11123,1,64,64,Installment,64,9,14,Call,2026-01-21,2026-02-05,15,0.75,No,NONE,Accepted,"[69, 64, 59]"
O51588,A11123,2,50,50,Installment,50,3,8,SMS,2026-02-25,2026-03-13,16,0.79,No,NONE,No Response,"[55, 50, 45]"
O51589,A11124,1,56,56,Installment,56,9,15,SMS,2026-03-05,2026-03-16,11,0.55,No,NONE,Accepted,"[61, 56, 51]"
O51590,A11124,2,60,60,Installment,60,9,9,Call,2026-02-04,2026-02-04,0,0.9,No,NONE,Accepted,"[65, 60, 55]"
O51591,A11125,1,49,49,Installment,49,9,19,Call,2026-02-08,2026-02-12,4,0.89,No,NONE,Accepted,"[54, 49, 44]"
O51592,A11126,1,75,75,Installment,75,3,20,SMS,2026-02-18,2026-03-07,17,0.8,No,NONE,No Response,"[80, 75, 70]"
O51593,A11127,1,70,70,Installment,70,9,17,Call,2026-02-06,2026-02-06,0,0.78,No,NONE,No Response,"[75, 70, 65]"
O51594,A11127,2,82,87,Installment,87,9,19,Call,2026-01-10,2026-01-24,14,0.66,Yes,Agent_Discretion,Accepted,"[87, 82, 77]"
O51595,A11128,1,68,68,Installment,68,3,17,SMS,2026-03-22,2026-04-06,15,0.84,No,NONE,Accepted,"[73, 68, 63]"
O51596,A11129,1,39,39,Lump-Sum,39,0,13,SMS,2026-03-20,2026-03-25,5,0.83,No,NONE,Rejected,"[44, 39, 34]"
O51597,A11130,1,65,65,Installment,65,9,12,Email,2026-01-03,2026-01-17,14,0.9,No,NONE,Rejected,"[70, 65, 60]"
O51598,A11131,1,70,70,Installment,70,9,11,Email,2026-01-01,2026-01-19,18,0.8,No,NONE,Rejected,"[75, 70, 65]"
O51599,A11132,1,62,62,Installment,62,3,18,Email,2026-01-04,2026-01-04,0,0.57,No,NONE,Accepted,"[67, 62, 57]"
O51600,A11133,1,71,71,Installment,71,9,15,Call,2026-03-21,2026-03-22,1,0.69,No,NONE,Accepted,"[76, 71, 66]"
O51601,A11133,2,69,69,Installment,69,6,9,Call,2026-02-25,2026-03-16,19,0.6,No,NONE,Accepted,"[74, 69, 64]"
O51602,A11134,1,84,84,Installment,84,9,18,Call,2026-01-14,2026-01-28,14,0.56,No,NONE,Accepted,"[89, 84, 79]"
O51603,A11134,2,66,66,Installment,66,9,20,Call,2026-02-24,2026-03-10,14,0.62,No,NONE,No Response,"[71, 66, 61]"
O51604,A11135,1,24,24,Lump-Sum,24,0,18,Call,2026-02-22,2026-02-28,6,0.82,No,NONE,Accepted,"[29, 24, 19]"
O51605,A11136,1,48,48,Installment,48,6,10,Email,2026-03-02,2026-03-16,14,0.69,No,NONE,Accepted,"[53, 48, 43]"
O51606,A11136,2,62,62,Installment,62,6,14,SMS,2026-01-21,2026-02-04,14,0.62,No,NONE,Rejected,"[67, 62, 57]"
O51607,A11137,1,60,60,Installment,60,3,15,Email,2026-03-26,2026-04-07,12,0.85,No,NONE,Accepted,"[65, 60, 55]"
O51608,A11138,1,49,49,Installment,49,6,17,SMS,2026-02-01,2026-02-06,5,0.83,No,NONE,Accepted,"[54, 49, 44]"
O51609,A11138,2,57,57,Installment,57,3,12,Email,2026-01-20,2026-01-27,7,0.59,No,NONE,No Response,"[62, 57, 52]"
O51610,A11139,1,74,74,Installment,74,6,13,SMS,2026-01-11,2026-01-29,18,0.69,No,NONE,Rejected,"[79, 74, 69]"
O51611,A11140,1,78,78,Installment,78,3,13,Call,2026-02-27,2026-03-03,4,0.78,No,NONE,Accepted,"[83, 78, 73]"
O51612,A11140,2,72,77,Installment,77,9,20,SMS,2026-01-19,2026-01-27,8,0.74,Yes,Agent_Discretion,Accepted,"[77, 72, 67]"
O51613,A11141,1,69,74,Installment,74,9,12,Call,2026-02-21,2026-02-23,2,0.82,Yes,Agent_Discretion,No Response,"[74, 69, 64]"
O51614,A11142,1,72,72,Installment,72,6,9,SMS,2026-01-31,2026-02-17,17,0.65,No,NONE,Accepted,"[77, 72, 67]"
O51615,A11142,2,80,80,Installment,80,9,10,Call,2026-03-01,2026-03-01,0,0.68,No,NONE,Accepted,"[85, 80, 75]"
O51616,A11143,1,63,63,Installment,63,6,11,Email,2026-01-20,2026-02-02,13,0.64,No,NONE,Accepted,"[68, 63, 58]"
O51617,A11144,1,74,74,Installment,74,3,14,SMS,2026-02-09,2026-02-09,0,0.8,No,NONE,Rejected,"[79, 74, 69]"
O51618,A11145,1,47,47,Installment,47,6,8,SMS,2026-02-05,2026-02-13,8,0.75,No,NONE,Rejected,"[52, 47, 42]"
O51619,A11146,1,55,55,Installment,55,9,19,SMS,2026-03-25,2026-03-28,3,0.63,No,NONE,Rejected,"[60, 55, 50]"
O51620,A11147,1,71,71,Installment,71,6,9,SMS,2026-03-14,2026-03-23,9,0.57,No,NONE,Accepted,"[76, 71, 66]"
O51621,A11147,2,82,82,Installment,82,6,19,SMS,2026-03-05,2026-03-12,7,0.57,No,NONE,Accepted,"[87, 82, 77]"
O51622,A11148,1,82,82,Installment,82,9,17,Email,2026-02-20,2026-03-04,12,0.83,No,NONE,Accepted,"[87, 82, 77]"
O51623,A11148,2,78,78,Installment,78,6,20,Email,2026-01-29,2026-02-17,19,0.82,No,NONE,Accepted,"[83, 78, 73]"
O51624,A11149,1,66,71,Installment,71,6,9,Email,2026-02-07,2026-02-11,4,0.65,Yes,Agent_Discretion,Rejected,"[71, 66, 61]"
O51625,A11150,1,33,33,Lump-Sum,33,0,14,Email,2026-02-17,2026-03-03,14,0.62,No,NONE,Accepted,"[38, 33, 28]"
O51626,A11150,2,23,23,Lump-Sum,23,0,19,Email,2026-01-22,2026-02-04,13,0.63,No,NONE,No Response,"[28, 23, 18]"
O51627,A11151,1,28,28,Lump-Sum,28,0,21,SMS,2026-03-14,2026-03-28,14,0.84,No,NONE,No Response,"[33, 28, 23]"
O51628,A11152,1,60,60,Installment,60,6,21,Call,2026-01-08,2026-01-08,0,0.83,No,NONE,Rejected,"[65, 60, 55]"
O51629,A11153,1,58,58,Installment,58,9,17,Email,2026-02-16,2026-03-01,13,0.74,No,NONE,Accepted,"[63, 58, 53]"
O51630,A11154,1,63,68,Installment,68,3,20,SMS,2026-01-15,2026-01-26,11,0.61,Yes,Agent_Discretion,Accepted,"[68, 63, 58]"
O51631,A11155,1,67,67,Installment,67,3,19,Call,2026-03-31,2026-04-17,17,0.66,No,NONE,Accepted,"[72, 67, 62]"
O51632,A11156,1,66,66,Installment,66,6,15,SMS,2026-03-07,2026-03-25,18,0.87,No,NONE,Rejected,"[71, 66, 61]"
O51633,A11157,1,50,50,Installment,50,3,21,Call,2026-02-02,2026-02-18,16,0.73,No,NONE,Accepted,"[55, 50, 45]"
O51634,A11157,2,51,51,Installment,51,9,16,Email,2026-01-01,2026-01-15,14,0.84,No,NONE,Rejected,"[56, 51, 46]"
O51635,A11158,1,23,23,Lump-Sum,23,0,17,SMS,2026-02-21,2026-03-06,13,0.62,No,NONE,Accepted,"[28, 23, 18]"
O51636,A11158,2,23,23,Lump-Sum,23,0,19,Email,2026-03-10,2026-03-30,20,0.77,No,NONE,No Response,"[28, 23, 18]"
O51637,A11159,1,46,46,Installment,46,3,13,Call,2026-01-17,2026-01-19,2,0.67,No,NONE,Accepted,"[51, 46, 41]"
O51638,A11160,1,74,74,Installment,74,6,13,Email,2026-01-23,2026-02-12,20,0.77,No,NONE,Accepted,"[79, 74, 69]"
O51639,A11161,1,65,65,Installment,65,9,10,Call,2026-02-20,2026-03-05,13,0.68,No,NONE,Accepted,"[70, 65, 60]"
O51640,A11162,1,69,69,Installment,69,6,8,SMS,2026-03-18,2026-04-05,18,0.72,No,NONE,Rejected,"[74, 69, 64]"
O51641,A11163,1,65,70,Installment,70,3,17,Call,2026-02-14,2026-02-27,13,0.84,Yes,Agent_Discretion,Accepted,"[70, 65, 60]"
O51642,A11164,1,50,50,Installment,50,9,11,SMS,2026-02-14,2026-03-03,17,0.73,No,NONE,No Response,"[55, 50, 45]"
O51643,A11165,1,33,33,Lump-Sum,33,0,18,Call,2026-02-18,2026-02-23,5,0.6,No,NONE,Rejected,"[38, 33, 28]"
O51644,A11166,1,64,64,Installment,64,6,17,Call,2026-01-15,2026-01-26,11,0.56,No,NONE,Accepted,"[69, 64, 59]"
O51645,A11167,1,56,56,Installment,56,9,19,Email,2026-02-13,2026-03-04,19,0.79,No,NONE,No Response,"[61, 56, 51]"
O51646,A11168,1,54,54,Installment,54,9,10,SMS,2026-03-24,2026-04-01,8,0.88,No,NONE,Accepted,"[59, 54, 49]"
O51647,A11169,1,76,76,Installment,76,9,18,Email,2026-01-07,2026-01-23,16,0.67,No,NONE,Rejected,"[81, 76, 71]"
O51648,A11170,1,81,81,Installment,81,6,10,Email,2026-01-22,2026-02-11,20,0.73,No,NONE,Rejected,"[86, 81, 76]"
O51649,A11171,1,75,75,Installment,75,9,16,SMS,2026-01-31,2026-02-13,13,0.68,No,NONE,Accepted,"[80, 75, 70]"
O51650,A11172,1,45,45,Installment,45,6,9,Call,2026-01-17,2026-01-31,14,0.85,No,NONE,Rejected,"[50, 45, 40]"
O51651,A11172,2,53,58,Installment,58,3,9,Call,2026-02-27,2026-03-08,9,0.82,Yes,Agent_Discretion,Rejected,"[58, 53, 48]"
O51652,A11173,1,70,70,Installment,70,9,11,Call,2026-02-19,2026-02-19,0,0.67,No,NONE,Accepted,"[75, 70, 65]"
O51653,A11174,1,54,54,Installment,54,3,16,Call,2026-02-13,2026-02-19,6,0.83,No,NONE,Rejected,"[59, 54, 49]"
O51654,A11174,2,64,64,Installment,64,6,17,SMS,2026-03-17,2026-03-25,8,0.85,No,NONE,Accepted,"[69, 64, 59]"
O51655,A11175,1,83,83,Installment,83,3,20,Call,2026-01-06,2026-01-20,14,0.8,No,NONE,No Response,"[88, 83, 78]"
O51656,A11176,1,56,56,Installment,56,9,18,SMS,2026-01-19,2026-02-07,19,0.71,No,NONE,Rejected,"[61, 56, 51]"
O51657,A11177,1,82,87,Installment,87,6,19,Call,2026-01-28,2026-02-01,4,0.74,Yes,Agent_Discretion,No Response,"[87, 82, 77]"
O51658,A11178,1,56,61,Installment,61,3,10,SMS,2026-02-13,2026-02-27,14,0.79,Yes,Agent_Discretion,Rejected,"[61, 56, 51]"
O51659,A11178,2,52,57,Installment,57,3,19,SMS,2026-03-11,2026-03-16,5,0.7,Yes,Agent_Discretion,Rejected,"[57, 52, 47]"
O51660,A11179,1,54,54,Installment,54,3,15,SMS,2026-03-20,2026-04-04,15,0.62,No,NONE,Accepted,"[59, 54, 49]"
O51661,A11179,2,47,47,Installment,47,3,13,SMS,2026-02-18,2026-02-18,0,0.84,No,NONE,Accepted,"[52, 47, 42]"
O51662,A11180,1,50,50,Installment,50,9,8,Call,2026-01-21,2026-01-24,3,0.87,No,NONE,Accepted,"[55, 50, 45]"
O51663,A11180,2,52,52,Installment,52,9,11,Call,2026-01-15,2026-01-20,5,0.55,No,NONE,Accepted,"[57, 52, 47]"
O51664,A11181,1,74,74,Installment,74,3,11,SMS,2026-01-14,2026-01-16,2,0.88,No,NONE,Rejected,"[79, 74, 69]"
O51665,A11182,1,77,77,Installment,77,6,10,Call,2026-01-09,2026-01-15,6,0.62,No,NONE,Accepted,"[82, 77, 72]"
O51666,A11182,2,80,80,Installment,80,3,12,Email,2026-03-30,2026-04-08,9,0.81,No,NONE,Accepted,"[85, 80, 75]"
O51667,A11183,1,78,78,Installment,78,3,21,Email,2026-02-17,2026-03-08,19,0.85,No,NONE,No Response,"[83, 78, 73]"
O51668,A11183,2,78,78,Installment,78,6,17,Call,2026-01-11,2026-01-22,11,0.59,No,NONE,Rejected,"[83, 78, 73]"
O51669,A11184,1,25,25,Lump-Sum,25,0,8,Email,2026-01-09,2026-01-15,6,0.74,No,NONE,Accepted,"[30, 25, 20]"
O51670,A11185,1,45,45,Installment,45,3,21,SMS,2026-03-16,2026-04-04,19,0.87,No,NONE,Accepted,"[50, 45, 40]"
O51671,A11185,2,62,62,Installment,62,6,20,Email,2026-02-15,2026-03-07,20,0.75,No,NONE,Accepted,"[67, 62, 57]"
O51672,A11186,1,38,38,Lump-Sum,38,0,18,SMS,2026-03-01,2026-03-07,6,0.65,No,NONE,Rejected,"[43, 38, 33]"
O51673,A11187,1,68,68,Installment,68,6,13,Email,2026-03-31,2026-04-20,20,0.68,No,NONE,Accepted,"[73, 68, 63]"
O51674,A11188,1,43,43,Lump-Sum,43,0,11,SMS,2026-03-29,2026-04-15,17,0.77,No,NONE,Rejected,"[48, 43, 38]"
O51675,A11189,1,52,52,Installment,52,6,19,Call,2026-03-17,2026-04-04,18,0.8,No,NONE,Accepted,"[57, 52, 47]"
O51676,A11189,2,58,58,Installment,58,3,14,Call,2026-02-23,2026-02-28,5,0.67,No,NONE,Accepted,"[63, 58, 53]"
O51677,A11190,1,57,57,Installment,57,3,15,SMS,2026-01-02,2026-01-10,8,0.71,No,NONE,Accepted,"[62, 57, 52]"
O51678,A11191,1,59,59,Installment,59,3,13,Email,2026-03-02,2026-03-11,9,0.83,No,NONE,No Response,"[64, 59, 54]"
O51679,A11192,1,78,78,Installment,78,3,17,SMS,2026-01-03,2026-01-16,13,0.75,No,NONE,Accepted,"[83, 78, 73]"
O51680,A11193,1,42,42,Lump-Sum,42,0,17,Email,2026-03-04,2026-03-10,6,0.57,No,NONE,Rejected,"[47, 42, 37]"
O51681,A11193,2,36,36,Lump-Sum,36,0,9,Email,2026-02-21,2026-03-10,17,0.87,No,NONE,Rejected,"[41, 36, 31]"
O51682,A11194,1,72,72,Installment,72,9,8,Call,2026-01-02,2026-01-06,4,0.79,No,NONE,Accepted,"[77, 72, 67]"
O51683,A11195,1,75,80,Installment,80,6,14,Call,2026-01-13,2026-01-13,0,0.79,Yes,Agent_Discretion,Accepted,"[80, 75, 70]"
O51684,A11195,2,66,66,Installment,66,3,15,Email,2026-03-28,2026-04-12,15,0.84,No,NONE,Accepted,"[71, 66, 61]"
O51685,A11196,1,70,70,Installment,70,9,11,SMS,2026-01-06,2026-01-11,5,0.74,No,NONE,Rejected,"[75, 70, 65]"
O51686,A11197,1,81,81,Installment,81,6,20,Call,2026-01-26,2026-01-27,1,0.74,No,NONE,Accepted,"[86, 81, 76]"
O51687,A11198,1,43,43,Lump-Sum,43,0,10,Email,2026-01-29,2026-02-02,4,0.74,No,NONE,No Response,"[48, 43, 38]"
O51688,A11199,1,41,41,Lump-Sum,41,0,20,SMS,2026-02-09,2026-02-21,12,0.85,No,NONE,Accepted,"[46, 41, 36]"
O51689,A11200,1,70,70,Installment,70,9,16,Call,2026-01-14,2026-01-24,10,0.58,No,NONE,Rejected,"[75, 70, 65]"
O51690,A11200,2,70,75,Installment,75,9,9,SMS,2026-01-16,2026-02-04,19,0.67,Yes,Agent_Discretion,Accepted,"[75, 70, 65]"
O51691,A11201,1,61,66,Installment,66,9,17,Email,2026-03-04,2026-03-04,0,0.87,Yes,Agent_Discretion,Rejected,"[66, 61, 56]"
O51692,A11202,1,78,78,Installment,78,3,19,Call,2026-03-31,2026-04-08,8,0.56,No,NONE,Accepted,"[83, 78, 73]"
O51693,A11202,2,84,84,Installment,84,9,8,SMS,2026-01-06,2026-01-07,1,0.89,No,NONE,Rejected,"[89, 84, 79]"
O51694,A11203,1,83,83,Installment,83,6,19,Call,2026-02-25,2026-02-27,2,0.64,No,NONE,Accepted,"[88, 83, 78]"
O51695,A11203,2,66,66,Installment,66,9,17,Call,2026-01-30,2026-02-07,8,0.88,No,NONE,Accepted,"[71, 66, 61]"
O51696,A11204,1,37,37,Lump-Sum,37,0,20,Email,2026-02-18,2026-02-26,8,0.55,No,NONE,Accepted,"[42, 37, 32]"
O51697,A11204,2,21,21,Lump-Sum,21,0,8,Call,2026-02-23,2026-03-10,15,0.72,No,NONE,Rejected,"[26, 21, 16]"
O51698,A11205,1,55,55,Installment,55,9,19,Email,2026-02-07,2026-02-18,11,0.67,No,NONE,Accepted,"[60, 55, 50]"
O51699,A11206,1,52,52,Installment,52,6,16,Email,2026-02-20,2026-02-27,7,0.64,No,NONE,Rejected,"[57, 52, 47]"
O51700,A11207,1,74,74,Installment,74,3,15,Email,2026-01-30,2026-02-16,17,0.8,No,NONE,Accepted,"[79, 74, 69]"
O51701,A11208,1,48,48,Installment,48,9,12,SMS,2026-01-29,2026-02-03,5,0.68,No,NONE,Accepted,"[53, 48, 43]"
